appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1332470,Gladiator Guild Manager: Prologue,Entertainment Forge,"GrabTheGames, Gamera Games, UpgradePoint",,1440,103,0,"200,000 .. 500,000",68,0,44,0,0,0,0,1
1715460,Touhou Hero of Ice Fairy: Prologue,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,,3222,85,0,"200,000 .. 500,000",76,0,64,0,0,0,0,3
417890,Apotheon Arena,Alientrap,Alientrap,,880,189,0,"200,000 .. 500,000",125,0,117,0,0,0,0,1
771060,Iron League,DEXINT GAMES,DEXINT GAMES,,583,224,0,"200,000 .. 500,000",245,0,247,0,0,0,0,0
454910,Twin Saga,X-Legend,Aeria Games,,584,244,0,"200,000 .. 500,000",464,0,276,0,0,0,0,0
270170,Depression Quest,"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy,,2387,1587,0,"200,000 .. 500,000",63,0,39,0,0,0,0,2
2429860,Living With Sister: Monochrome Fantasy,Inusuku,Kagura Games,,10033,361,0,"200,000 .. 500,000",400,0,226,0,1039,1299,20,226
1057990,Viking Trickshot,"Doodad Games, Ethan Close",Doodad Games,,55,6,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
468560,Blind Trust,"Viswanath Atlu, Laurie Banks, Rohan Bhukan, Nick Burnham, Avinash Kalapala, Yash Kapani, Katharine Marsh, Ankur Rathore, Hardit Singh, Anoop Nihar Srinivas, Ryan Guanyuhao Jiang, Robert Zhu",Good Vibration Games,,764,698,0,"200,000 .. 500,000",87,0,36,0,0,0,0,3
530630,Empires Apart,DESTINYbit,Slitherine Ltd.,,1671,771,0,"200,000 .. 500,000",215,0,86,0,0,0,0,5
2348120,Kagura Survivors: Endless Night,"Big Bang Studio, Swaps4 Productions",Kagura Games,,2107,485,0,"200,000 .. 500,000",143,27,97,27,0,0,0,26
215120,ROSE Online,Gravity Interactive,Gravity Interactive,,310,134,0,"200,000 .. 500,000",197,0,130,0,0,0,0,0
2190290,To Be or Not to Be,Team K,DSGame,,6741,791,0,"200,000 .. 500,000",289,11,220,11,1299,1299,0,61
616220,Hide vs. Seek,Brave Little Studios,Brave Little Studios,,238,391,0,"200,000 .. 500,000",336,0,18,0,0,0,0,0
321480,Sigils of Elohim,Croteam,Devolver Digital,,1063,101,0,"200,000 .. 500,000",120,0,66,0,0,0,0,2
1763740,Cover Fire: Offline Shooting Game,1MB,1MB,,255,98,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1072710,Soviet Jump Game,Fantastic Passion,Game Grumps,,1146,265,0,"200,000 .. 500,000",38,0,26,0,0,0,0,0
497640,Trick & Treat,Rabbiton,Rabbiton,,2273,85,0,"200,000 .. 500,000",112,0,80,0,0,0,0,2
466660,Stash,Frogdice,Frogdice,,441,227,0,"200,000 .. 500,000",660,0,757,0,0,0,0,1
476460,Picross Touch,Jon Gallant,jgallant,,1595,96,0,"200,000 .. 500,000",2855,247,705,247,0,0,0,75
945490,Little Square Things,G.Reed,Hosted Games,,69,10,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
438140,Star Realms,"Wise Wizard Games, LLC","Wise Wizard Games, LLC",,1793,276,0,"200,000 .. 500,000",443,0,282,0,0,0,0,57
236510,Takedown: Red Sabre,Serellan LLC,505 Games,,2355,3339,0,"200,000 .. 500,000",260,0,71,0,499,499,0,0
473770,BallisticNG,Neognosis,Neognosis,,3151,199,0,"200,000 .. 500,000",403,2,110,2,1499,1499,0,8
435030,Lost Lands: Mahjong,FIVE-BN GAMES,FIVE-BN GAMES,,4860,446,0,"200,000 .. 500,000",76,0,80,0,0,0,0,42
448280,Job Simulator,Owlchemy Labs,Owlchemy Labs,,4555,448,0,"200,000 .. 500,000",1389,194,175,194,1999,1999,0,44
516510,Orake Classic,PigLion Games,PigLion Games,,448,186,0,"200,000 .. 500,000",141,0,200,0,0,0,0,1
1144170,Warhammer: Chaos And Conquest,Hunted Cow Games,Tilting Point,,617,521,0,"200,000 .. 500,000",244,0,264,0,0,0,0,123
235400,King’s Bounty: Legions,Nival,Nival,,697,602,0,"200,000 .. 500,000",1730,0,1115,0,0,0,0,0
1250870,Cyrano Story,Alice &amp; Smith,Alice &amp; Smith,,717,348,0,"200,000 .. 500,000",44,0,45,0,0,0,0,0
230860,Cannon Brawl,"Theresa Duringer, Pete Andstadt",Temple Gates Games,,728,70,0,"200,000 .. 500,000",577,0,714,0,1499,1499,0,0
1242700,Ashland:Explore,无人之境,无人之境,,1472,359,0,"200,000 .. 500,000",515,0,805,0,0,0,0,0
987350,PlanetSide Arena,Daybreak Game Company,Daybreak Game Company,,851,1025,0,"200,000 .. 500,000",83,0,50,0,0,0,0,0
1118920,TrenchesWIP,Big OOF Games PTY LTD,-,,1176,426,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
272230,Sub Rosa,Cryptic Sea,Devolver Digital,,2347,996,0,"200,000 .. 500,000",872,0,1052,0,1999,1999,0,8
1424330,Wobbledogs,Animal Uprising,Secret Mode,,11925,220,0,"200,000 .. 500,000",432,0,227,0,1999,1999,0,95
513450,Drop Alive,Invi Games,Ipsilon Developments,,1378,166,0,"200,000 .. 500,000",57,0,20,0,0,0,0,0
568770,Cinderella Phenomenon - Otome/Visual Novel,Dicesuki,Dicesuki,,3898,149,0,"200,000 .. 500,000",393,0,393,0,0,0,0,10
528740,Operation: New Earth,Hunted Cow Games,Hunted Cow Games,,468,306,0,"200,000 .. 500,000",391,0,86,0,0,0,0,235
586030,Shardbound,Bazooka Tango,Bazooka Tango,,962,371,0,"200,000 .. 500,000",253,0,69,0,0,0,0,3
1146630,Yokai's Secret,Double W,Toffee Cafe,,6178,698,0,"200,000 .. 500,000",122,0,75,0,199,199,0,3
468250,Warfare Online,Con Artist Games,Con Artist Games,,682,333,0,"200,000 .. 500,000",116,0,39,0,0,0,0,0
936780,Warplanes: WW2 Dogfight,Home Net Games,Home Net Games,,1441,229,0,"200,000 .. 500,000",360,0,31,0,0,0,0,18
1394270,SCP: Escape Together,SCP: Escape Together development team,SCP: Escape Together development team,,2312,1251,0,"200,000 .. 500,000",0,0,0,0,0,0,0,8
1057700,Battle Grounds III,The Battle Grounds Game Development Team,The Battle Grounds Game Development Team,,3404,543,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
606140,Survived By,Human Head Studios,Digital Extremes,,762,478,0,"200,000 .. 500,000",133,0,66,0,0,0,0,0
1207590,Builders of Egypt: Prologue,Strategy Labs,PlayWay S.A.,,2982,1121,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1273710,King of Crabs,"Robot Squid, Spilt Milk Studios Ltd",Robot Squid,,7102,1876,0,"200,000 .. 500,000",382,8164,44,8164,0,0,0,24
409510,Genesis Online,Shumkov Dmitriy,Shumkov Dmitriy,,610,1281,0,"200,000 .. 500,000",62,0,21,0,0,0,0,2
259020,Dragon's Prophet,Runewaker,Infernum Productions AG,,580,269,0,"200,000 .. 500,000",222,0,142,0,0,0,0,0
529780,Disturbed,iBlackpen,iBlackpen,,1679,131,0,"200,000 .. 500,000",139,0,242,0,0,0,0,0
1333910,Sizeable,Business Goose Studios,Business Goose Studios,,2269,44,0,"200,000 .. 500,000",106,61,109,122,999,999,0,13
395200,Ben and Ed,Sluggerfly,Sluggerfly,,3335,718,0,"200,000 .. 500,000",315,0,139,0,999,999,0,13
1159660,Moe Era,Comfy Company,Comfy Company,,4238,594,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
457420,Surgeon Simulator VR: Meet The Medic,Bossa Studios,"Bossa Studios, Infogrames",,415,130,0,"200,000 .. 500,000",76,0,25,0,0,0,0,3
232450,SolForge,Stone Blade Entertainment,Stone Blade Entertainment,,785,419,0,"200,000 .. 500,000",2453,0,635,0,0,0,0,0
407120,Soccer Manager 2016,Soccer Manager Ltd,Soccer Manager Ltd,,459,210,0,"200,000 .. 500,000",341,0,57,0,0,0,0,0
703950,Just Fishing,Just Fishing LLC,Just Fishing LLC,,685,236,0,"200,000 .. 500,000",370,0,59,0,0,0,0,0
1222800,VALKYRIE CONNECT,Ateam Entertainment Inc.,Ateam Entertainment Inc.,,811,278,0,"200,000 .. 500,000",1092,0,1427,0,0,0,0,199
558660,it's always monday,Alon Zubina,Alon Zubina,,228,61,0,"200,000 .. 500,000",121,0,104,0,199,199,0,0
1162930,Split or Steal,Rootpew,Rootpew,,940,272,0,"200,000 .. 500,000",169,0,70,0,0,0,0,0
591420,Zup! 4,Quiet River,Quiet River,,2470,264,0,"200,000 .. 500,000",184,0,144,0,199,199,0,1
420790,StarBreak,Crunchy Games,Crunchy Games,,1009,270,0,"200,000 .. 500,000",2859,0,83,0,0,0,0,48
351140,Rustbucket Rumble,Reactor Zero,"Scrap Yard Productions, LLC",,209,163,0,"200,000 .. 500,000",75,0,66,0,0,0,0,2
770240,PRO EVOLUTION SOCCER 2019,Konami Digital Entertainment,Konami Digital Entertainment,,3253,2669,0,"200,000 .. 500,000",5701,0,4107,0,0,0,0,48
929490,RAM Pressure,"QuadCom Interactive, GDT",GDT,,461,513,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
612020,Zombidle : REMONSTERED,Berzerk Studio,Berzerk Studio,,1484,257,0,"200,000 .. 500,000",706,0,186,0,0,0,0,75
1412510,仙剑奇侠传九野,软星科技（上海）有限公司,"SOFTSTAR TECHNOLOGY (SHANGHAI) CO., LTD",,1198,426,0,"200,000 .. 500,000",1420,0,1886,0,0,0,0,1
274980,Influent Language Learning Game,Rob Howland,Three Flip Studios,,1215,436,0,"200,000 .. 500,000",142,0,37,0,2999,2999,0,6
591960,Animation Throwdown: The Quest for Cards,"Synapse Games, Chinzilla",Kongregate,,2976,1005,0,"200,000 .. 500,000",651,0,85,0,0,0,0,71
815260,Lords of Kingdoms,ThankGame.com,ThankGame.com,,36,44,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
563560,Alien Swarm: Reactive Drop,Reactive Drop Team,Reactive Drop Team,,21500,1149,0,"200,000 .. 500,000",267,145,88,145,0,0,0,179
635730,Dragonia,Blue Studio,Paradise Project,,4868,902,0,"200,000 .. 500,000",2367,0,108,0,199,199,0,1
1096200,The Orville - Interactive Fan Experience,Messy Desk Interactive,Messy Desk Interactive,,901,97,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
1206240,Talvisota - Winter War,Talvisota Team,Tripwire Interactive,,956,126,0,"200,000 .. 500,000",161,0,122,0,0,0,0,0
1190150,Paint Warfare,bananadev.,bananadev.,,1462,242,0,"200,000 .. 500,000",0,0,0,0,0,0,0,6
962400,Granny,DVloper,DVloper,,5106,375,0,"200,000 .. 500,000",174,28,148,28,499,499,0,86
1373810,Orlando Theme Park VR - Roller Coaster and Rides,Thetis Games and Simulators,Thetis Games and Simulators,,9,37,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
63200,Monday Night Combat,Uber Entertainment,Uber Entertainment,,934,250,0,"200,000 .. 500,000",280,0,103,0,499,499,0,0
384030,Florensia,Giiku Games,Giiku Games,,523,234,0,"200,000 .. 500,000",1792,0,226,0,0,0,0,27
389170,Songs for a Hero - Definitive Edition,"Dumativa, Castro Brothers","Dumativa, CriticalLeap",,3962,140,0,"200,000 .. 500,000",522,0,375,0,1499,1499,0,28
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,PIXOWL INC.,PIXOWL INC.,,630,860,0,"200,000 .. 500,000",213,0,38,0,0,0,0,2
361800,Tree of Life,OddOneGames,OddOneGames,,4364,2328,0,"200,000 .. 500,000",6186,0,430,0,0,0,0,0
803140,Battle Carnival,Zepetto,Zepetto USA,,805,358,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
219340,The Banner Saga: Factions,Stoic,Versus Evil,,623,218,0,"200,000 .. 500,000",133,0,38,0,0,0,0,0
314710,Mighty No. 9,"Comcept, Inti Creates",Deep Silver,,1680,1660,0,"200,000 .. 500,000",199,0,125,0,199,1999,90,0
523780,Emily is Away Too,Kyle Seeley,Kyle Seeley,,5576,401,0,"200,000 .. 500,000",219,0,169,0,499,499,0,10
415860,Tactical Craft Online,Crematorium of Time,Crematorium of Time,,562,599,0,"200,000 .. 500,000",43,0,39,0,0,0,0,0
352460,Dead Realm,Section Studios,3BLACKDOT,,2868,1707,0,"200,000 .. 500,000",178,0,106,0,0,0,0,0
1485870,Evil Inside - Prologue,JanduSoft,JanduSoft,,693,317,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1482860,Idle Research,Considera Games LLC,Considera Core LLC,,1443,259,0,"200,000 .. 500,000",2953,0,548,0,0,0,0,81
579950,Marvel's Guardians of the Galaxy: The Telltale Series,Telltale Games,Telltale Games,,1588,241,0,"200,000 .. 500,000",185,0,104,0,0,0,0,2
876330,Revelation Online,NetEase Games,MY.GAMES ,,368,424,0,"200,000 .. 500,000",1276,0,277,0,0,0,0,0
888090,TREE,The Strangers,The Strangers,,2092,141,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
336520,Might & Magic Heroes Online,Blue Byte,Ubisoft,,319,469,0,"200,000 .. 500,000",424,0,61,0,0,0,0,0
354380,Assassin’s Creed Chronicles: China,Climax Studios,Ubisoft Entertainment,,2687,950,0,"200,000 .. 500,000",219,0,93,0,999,999,0,7
1141020,Adventure Escape Mysteries,Haiku Games Co,Haiku Games Co,,809,126,0,"200,000 .. 500,000",182,0,228,0,0,0,0,110
407330,Sakura Dungeon,Winged Cloud,Winged Cloud,,1722,167,0,"200,000 .. 500,000",2331,15,550,15,1999,1999,0,5
1057850,Neon Boost,Sample Text Studio,Sample Text Studio,,2239,242,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1509060,Dungeon Team,"Wakefield Studios, Robert Lombardo, Otto Chin, Mattias Holmgren (Morningdew Media)",星辰重工StellaGames,,129,18,0,"200,000 .. 500,000",0,0,0,0,0,0,0,38
342150,Games of Glory,Lightbulb Crew,Lightbulb Crew,,315,243,0,"200,000 .. 500,000",117,0,153,0,0,0,0,0
330580,Shark Attack Deathmatch 2,Lighthouse Games Studio,Lighthouse Games Studio,,1434,457,0,"200,000 .. 500,000",183,0,86,0,499,499,0,0
601050,Attack on Titan 2 - A.O.T.2,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,6671,498,0,"200,000 .. 500,000",1297,34,710,34,3999,3999,0,117
466270,Half-Life: A Place in the West,"Michael Pelletier, Ross Joseph Gardner","Michael Pelletier, Ross Joseph Gardner",,639,91,0,"200,000 .. 500,000",64,0,83,0,0,0,0,0
485450,Ninja Stealth,SC Jogos,SC Jogos,,1147,522,0,"200,000 .. 500,000",407,0,155,0,499,499,0,3
1281080,Train Station Renovation - First Job,Live Motion Games,"Live Motion Games, PlayWay S.A.",,740,118,0,"200,000 .. 500,000",37,0,45,0,0,0,0,0
209870,Blacklight: Retribution,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc.",,12497,3914,0,"200,000 .. 500,000",943,0,155,0,0,0,0,2
368730,No Time To Explain Remastered,tinyBuild,tinyBuild,,1972,528,0,"200,000 .. 500,000",104,0,52,0,1499,1499,0,1
391040,F1 2016,"Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac), Electronic Arts",,3864,640,0,"200,000 .. 500,000",4143,0,1058,0,0,0,0,13
367120,Seduce Me the Otome,Michaela Laws,Michaela Laws,,1890,289,0,"200,000 .. 500,000",157,0,159,0,0,0,0,5
1057430,Geometry May. I swear it's a nice free game,PixelGreeds,PixelGreeds,,497,123,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
319570,Heroes of SoulCraft - Arcade MOBA,MobileBits,MobileBits,,198,285,0,"200,000 .. 500,000",86,0,40,0,0,0,0,3
993870,CODE2040,"WANIN Games, Team Weaver",WANIN Games,,357,495,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
529110,Awkward Dimensions Redux,StevenHarmonGames,StevenHarmonGames,,2369,572,0,"200,000 .. 500,000",49,0,38,0,0,0,0,0
408930,ePic Character Generator,Overhead Games,Overhead Games,,819,176,0,"200,000 .. 500,000",54,0,71,0,0,0,0,0
343740,InMind VR,Luden.io,Luden.io,,339,93,0,"200,000 .. 500,000",34,0,34,0,0,0,0,1
345330,Eden Rising,"The Wall Productions Inc., Meridian4",The Wall Productions Inc.,,934,515,0,"200,000 .. 500,000",152,0,69,0,0,0,0,1
256370,MXGP - The Official Motocross Videogame,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,1272,309,0,"200,000 .. 500,000",238,0,142,0,999,999,0,4
529840,Brawl of Ages,"BNA Studios, LLC","S2 Games, LLC",,523,247,0,"200,000 .. 500,000",134,0,39,0,0,0,0,1
735850,Trailer Park Boys: Greasy Money,East Side Games,East Side Games,,1174,309,0,"200,000 .. 500,000",4260,0,159,0,0,0,0,13
896590,MilMo,Dohi Sweden AB,Dohi Sweden AB,,516,141,0,"200,000 .. 500,000",1821,0,67,0,0,0,0,1
364210,Sierra Ops - Space Strategy Visual Novel,Innomen Team,Sekai Project,,215,45,0,"200,000 .. 500,000",1050,0,1140,0,1499,1499,0,3
1029500,中华三国志 the Three Kingdoms of China,中三之家,中三之家,,1155,189,0,"200,000 .. 500,000",0,0,0,0,0,0,0,7
1210250,Island Saver,Stormcloud Games Limited,National Westminster Bank plc,,3414,164,0,"200,000 .. 500,000",282,0,233,0,0,0,0,15
434730,Half Dead,Room710Games,Room710Games,,2582,718,0,"200,000 .. 500,000",117,0,70,0,199,199,0,4
361630,404Sight,Retro Yeti Games,Retro Yeti Games,,1480,258,0,"200,000 .. 500,000",34,0,20,0,0,0,0,1
1421230,Syberia: The World Before - Prologue,Microids Studio Paris,Microids,,1048,351,0,"200,000 .. 500,000",136,0,149,0,0,0,0,0
651150,Quantum League,Nimble Giant Entertainment,Nimble Giant Entertainment,,1727,556,0,"200,000 .. 500,000",168,0,122,0,0,0,0,0
682290,Zeus' Battlegrounds,Industry Games,Industry Games,,512,384,0,"200,000 .. 500,000",170,0,40,0,0,0,0,0
857350,CopperCube 6 Game Engine,Ambiera e.U.,Ambiera e.U.,,268,63,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
764570,Beavers Be Dammed,Wallflower Games,Wallflower Games,,943,150,0,"200,000 .. 500,000",44,0,48,0,0,0,0,9
204120,LEGO Harry Potter: Years 5-7,Traveller's Tales,Warner Bros. Interactive Entertainment,,2800,336,0,"200,000 .. 500,000",901,0,471,0,1999,1999,0,23
763410,Long Live Santa!,Doborog Games,Doborog Games,,2721,378,0,"200,000 .. 500,000",73,0,40,0,0,0,0,0
1408610,Call of the Wild: The Angler,Expansive Worlds,Avalanche Studios,,4369,2633,0,"200,000 .. 500,000",1297,25,484,25,2999,2999,0,110
312150,Wild Warfare,Hyper Hippo Games,Hyper Hippo Games,,691,303,0,"200,000 .. 500,000",176,0,41,0,0,0,0,0
915580,Dungeon Hunter Champions,Gameloft,Gameloft,,321,216,0,"200,000 .. 500,000",244,0,263,0,0,0,0,0
2334220,Home Sweet Home : Online,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,Shift Now,,1029,975,0,"200,000 .. 500,000",164,0,170,0,0,0,0,0
1131620,Dominion,Temple Gates Games,Temple Gates Games,,1663,265,0,"200,000 .. 500,000",368,63,118,63,0,0,0,131
613900,Museum of Other Realities,MOR Museum Inc.,MOR Museum Inc.,,382,42,0,"200,000 .. 500,000",3019,0,37,0,0,0,0,1
500710,Wild Terra Online,Juvty Worlds,Juvty Worlds,,1091,713,0,"200,000 .. 500,000",186,0,188,0,0,0,0,13
270210,Melody's Escape,Icetesy,Icetesy,,4481,339,0,"200,000 .. 500,000",216,0,107,0,999,999,0,1
885570,Nova-Life: Amboise,TeamNova,TeamNova,,1219,329,0,"200,000 .. 500,000",3088,164,582,164,0,0,0,38
506500,Party Panic,Everglow Interactive Inc.,Everglow Interactive Inc.,,2563,837,0,"200,000 .. 500,000",198,0,103,0,1699,1699,0,4
104600,Portal 2 - The Final Hours,Geoff Keighley,Geoff Keighley,,612,197,0,"200,000 .. 500,000",25,0,4,0,199,199,0,0
442810,UFO Online: Invasion,Bad Pixel,Bad Pixel,,360,254,0,"200,000 .. 500,000",197,0,135,0,0,0,0,0
870200,Juno: New Origins,"Jundroo, LLC","Jundroo, LLC",,2807,311,0,"200,000 .. 500,000",765,0,48,0,1999,1999,0,49
238240,Edge of Space,Handyman Studios,Reverb Triple XP,,910,1813,0,"200,000 .. 500,000",204,0,121,0,1499,1499,0,1
380360,Tap Tap Infinity,Scary Bee LLC,Scary Bee LLC,,693,242,0,"200,000 .. 500,000",1825,0,310,0,0,0,0,12
478980,Mansions of Madness,Fantasy Flight Games,Fantasy Flight Games,,1102,86,0,"200,000 .. 500,000",668,0,423,0,0,0,0,19
266150,Lost Saga NA,IO Entertainment,Smilegate West,,412,265,0,"200,000 .. 500,000",592,0,101,0,0,0,0,0
314010,Boid,Mokus,tinyBuild,,594,149,0,"200,000 .. 500,000",168,0,72,0,0,0,0,3
1053680,Granny Simulator,Nick Kestle,Nick Kestle,,5142,564,0,"200,000 .. 500,000",148,0,103,0,499,499,0,11
534820,Heroes Evolved,Net Dragon,R2Games,,336,292,0,"200,000 .. 500,000",78,0,75,0,0,0,0,0
534220,Dragon's Sin,Fate Dragon Studio,Fate Dragon Studio,,329,162,0,"200,000 .. 500,000",24,0,16,0,0,0,0,0
671610,Warfork,Team Forbidden,Team Forbidden,,1988,239,0,"200,000 .. 500,000",0,0,0,0,0,0,0,5
533300,Zup!,Quiet River,Quiet River,,7755,464,0,"200,000 .. 500,000",118,0,65,0,199,199,0,2
616090,龙魂时刻,,Jenny Bee Presents,,465,850,0,"200,000 .. 500,000",95,0,146,0,0,0,0,0
660880,b,u&amp;i,u&amp;i,,3817,364,0,"200,000 .. 500,000",91,0,40,0,0,0,0,1
685310,Transport Defender,Coconut Shavers,Coconut Shavers,,355,90,0,"200,000 .. 500,000",2429,0,2826,0,0,0,0,34
719640,War Planet Online: Global Conquest,Gameloft,Gameloft,,579,332,0,"200,000 .. 500,000",41,0,61,0,0,0,0,155
1540960,Underworld Idle,Aleksandr Golovkin,Aleksandr Golovkin,,825,333,0,"200,000 .. 500,000",8119,27,2170,27,0,0,0,200
1450150,Durka Simulator,Crucial Experiment,Unknown Softwares Lab,,1629,103,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1160750,Grim Clicker,EvilCharm Games,"EvilCharm Games, Aleksandr Golovkin",,2187,585,0,"200,000 .. 500,000",4397,275,168,275,0,0,0,166
1103210,We Become What We Behold [Fan-Made Port],"Mismatch Studio, Nicky Case (Originally)",Mismatch Studio,,5659,223,0,"200,000 .. 500,000",0,0,0,0,0,0,0,28
22120,Penumbra: Black Plague Gold Edition,Frictional Games,Frictional Games,,2589,163,0,"200,000 .. 500,000",253,0,212,0,999,999,0,4
964350,At Home Alone,阿正不经,0Cube,,1598,286,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1478220,Puzzle Together,IronZog,IronZog,,3801,637,0,"200,000 .. 500,000",419,0,108,0,0,0,0,206
381640,Allods Online RU,ASTRUM LAB,ASTRUM LAB,,1082,585,0,"200,000 .. 500,000",14160,8638,1943,8638,0,0,0,10
843660,Rogue Agent,Jorge Aires,Jigsaw Unravel,,345,64,0,"200,000 .. 500,000",32352,15603,15759,15963,0,0,0,13
939510,Pandemic Express - Zombie Escape,"TALLBOYS, tinyBuild",tinyBuild,,2661,1836,0,"200,000 .. 500,000",175,0,36,0,0,0,0,0
947940,SCP: Nukalypse,Nikk F.,Nikk F.,,517,211,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
345390,King's Quest,The Odd Gentlemen,Sierra,,2590,287,0,"200,000 .. 500,000",401,0,326,0,1249,2499,50,10
914700,MINImax Tinyverse,Nimble Neuron,Nimble Neuron,,363,141,0,"200,000 .. 500,000",58,0,67,0,0,0,0,0
48800,Ship Simulator Extremes,VStep,Paradox Interactive,,1150,1112,0,"200,000 .. 500,000",343,0,232,0,1999,1999,0,5
407840,Guardians of Orion (Phase 2),DANKIE,DANKIE,,1933,1688,0,"200,000 .. 500,000",185,0,104,0,99,99,0,0
7200,Trackmania United Forever,Nadeo,Ubisoft,,2482,136,0,"200,000 .. 500,000",953,0,239,0,2999,2999,0,75
338810,Demise of Nations,Noble Master LLC,Noble Master LLC,,423,100,0,"200,000 .. 500,000",468,0,53,0,0,0,0,5
572520,Dropzone,Sparkypants Studios LLC,Sparkypants Studios LLC,,604,266,0,"200,000 .. 500,000",117,0,49,0,0,0,0,1
392950,Lost Lands: A Hidden Object Adventure,FIVE-BN GAMES,FIVE-BN GAMES,,5002,684,0,"200,000 .. 500,000",355,0,396,0,0,0,0,33
612170,One Eyed Kutkh,Baba Yaga Games,Baba Yaga Games,,108,27,0,"200,000 .. 500,000",108,0,49,0,299,299,0,0
1416260,SpellForce 3: Versus Edition,Grimlore Games,THQ Nordic,,1132,373,0,"200,000 .. 500,000",687,90,253,130,0,0,0,79
1306580,Left on Read,Weston Bell-Geddes,Spookulele Games,,4265,1057,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
589870,Learn to Fly 3,Light Bringer Games inc.,Light Bringer Games inc.,,9843,563,0,"200,000 .. 500,000",378,98,139,109,0,0,0,52
325420,Homebrew - Patent Unknown,Copybugpaste,Copybugpaste,,706,262,0,"200,000 .. 500,000",734,0,336,0,1499,1499,0,0
675560,NAVYFIELD,SDEnterNET,Naiadgames,,494,240,0,"200,000 .. 500,000",45,0,48,0,0,0,0,23
2371630,Sword Art Online: Integral Factor,"Asobimo, Inc.",Bandai Namco Entertainment,,1218,695,0,"200,000 .. 500,000",134,0,88,0,0,0,0,135
1127110,Outpost,Open Mid Interactive,Open Mid Interactive,,664,94,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1546320,Your Chronicle,Samurai Games,Samurai Games,,1640,408,0,"200,000 .. 500,000",20078,4361,1319,8597,0,0,0,3324
446020,Jalopy,Minskworks,Excalibur Games,,7925,2406,0,"200,000 .. 500,000",702,43,297,43,1499,1499,0,24
15300,Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft,,1400,115,0,"200,000 .. 500,000",339,12,64,12,999,999,0,17
2479830,The Braves,101XP GAME STUDIOS,101XP,,1170,473,0,"200,000 .. 500,000",532,55,785,55,0,0,0,140
