appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1507910,Survival Engine,Indie Marc,Indie Marc,,64,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0
618690,Gorescript,Sergiu Bucur,Sergiu Bucur,,70,7,0,"0 .. 20,000",123,0,123,0,599,599,0,0
2186980,Deluge: Sermon for the Dead,leaves,socah,,71,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2328960,Flappy Souls,Medivelion,Medivelion,,78,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1857370,LEZ,Daztrax Studios,Daztrax Studios,,81,26,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1235790,dancing chair,Yamauchi_games,Yamauchi_games,,96,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1063530,Cartoon Network Journeys VR,"Paper Crane Games, TwinSky Games, Cartoon Network Studios",Cartoon Network Games,,131,10,0,"0 .. 20,000",99,0,105,0,0,0,0,0
622270,Show It 2 Me,Titmouse,Titmouse,,137,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1132490,Phucker in the Woods,"GZ Storm, Lazrool","GZ Storm, Lazrool",,156,11,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1186860,反现实症候群γ - Counterrealstic Syndrome γ,Dr.Liao,迷糊的安安,,163,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1064420,Phucker in the Gulag,"GZ Storm, Lazrool","GZ Storm, Lazrool",,189,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1492160,Doll Explorer Prologue,Pico Games,Pico Games,,220,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2795270,"Everlasting Flowers - Where there is a will, there is a way","sprite, flowers.studio",RIGHTWAY,,226,36,0,"0 .. 20,000",194,0,194,0,2699,2999,10,0
601130,Spark,"Knightmare Games, Limited","Knightmare Games, Limited",,25,3,0,"0 .. 20,000",21,0,21,0,0,0,0,0
1103940,New Zealand Virtual Debating Chamber,"RealityVirtual.co, M-Theory","realityVirtual.co, New Zealand Parliament",,27,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1192550,Master of Wills,"Stormcrest Games, Pizia, Sureksu Games",Stormcrest Publishing,,32,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2393900,Story Of Infinity: Xia,"CHONGQING YOUGU TECHNOLOGY CO.,LTD","CHONGQING YOUGU TECHNOLOGY CO.,LTD",,39,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
464050,Heroes Must Die,Heroic Games,Heroic Games,,44,13,0,"0 .. 20,000",369,0,369,0,0,0,0,0
1020910,War Of Gods,Team Game,Team Game,,136,59,0,"0 .. 20,000",0,0,0,0,0,0,0,2
1340180,Sherwood Extreme,CAGE Studios,CAGE Studios,,401,110,0,"0 .. 20,000",0,0,0,0,999,999,0,0
513810,Arkham Nightmares,Tim Rachor,Tim Rachor,,5,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
861320,Beyond Minimalism,SaintHeiser,Half-Face Games,,8,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
666930,Luxocraft,Angel T,Angel T,,12,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1276290,PST VR (Primary Surgical Treatment),Adelante LTD,Adelante LTD,,14,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1244140,Bulk Dominoes VR: Kinetic Rush,GuessworkVR,Bulk Dominoes,,18,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1064170,Avast Ye,Brigham Young University,BYU Center for Animation,,21,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1376730,Vacation: dayOFF,turninGear,-In.,,21,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1310790,The Adventures of Eggbert,Lazernaut Media,Lazernaut Media,,24,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2310150,Tome of Fates,Grey Mount Studio,Grey Mount Studio,,14,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1220990,Great Utopia,Andres Cavallin,"Tools 4 Life, LLC",,19,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1441740,Frick Frack,Weston Bell-Geddes,Spookulele Games,,27,33,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1078770,New Day: Cataclysm,Unorganized Games,Ahlman Game Studio,,29,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
991620,RepairBot,PS Games,PS Games,,12,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1127030,Throw The Ball In the Hole,LanziVision,LanziVision,,14,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
972510,Thingamajig,Spatiality LLC,Spatiality LLC,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1251560,Buck Bradley: Comic Adventure,Istituto sull'Inquinamento Atmosferico - CNR,Istituto sull'Inquinamento Atmosferico - CNR,,23,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1222130,Battlecraft - Tactics Online,Sigil Entertainment,Sigil Entertainment,,15,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
895080,Warrecs,Kronecker Delta,Kronecker Delta,,14,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1134150,X Wars Deluxe,Black Stairs Games,Black Stairs Games,,21,17,0,"0 .. 20,000",0,0,0,0,199,1999,90,0
1120050,Hyacinthus,朽木布可凋夜,JingtuStudio,,20,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
769720,Island of Deception,Storm Studio,Yooreka Studio,,99,58,0,"0 .. 20,000",21,0,21,0,0,0,0,0
978290,Total Battle,SCOREWARRIOR LIMITED,SCOREWARRIOR LIMITED,,35,35,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1175570,Vector Light,RC Games,RC Games,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1230980,云巅,"云巅, 云巅","云巅, 云巅",,14,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2751850,Secrets Under Eco,Evil Doer Entertainment,Evil Doer Entertainment,,6,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
933390,Mythical,"Laser Ranch, Inc.","Laser Ranch, Inc.",,15,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1116030,Oceanum Mortis,Brewsterland Studios,Brewsterland Studios,,11,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1201730,PRISON OF SON,Limperopoulos Alfeios,Limperopoulos Alfeios,,14,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
886270,Yeli Orog,Yeli Orog Games,Yeli Orog Games,,36,27,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1166090,EnviroGolf,Seemingly Pointless,Seemingly Pointless,,26,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1224050,Battle Bandits,Pirates Bay Studio,Pirates Bay Studio,,14,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1101480,Turn Me On,Hotel Octopus,Hotel Octopus,,8,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
852450,The Stray Cat,EugeneLee,EugeneLee,,14,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1027710,FIL,"CartMart, KGamer1",CartMart,,12,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
668600,Pixelum,ZXC Games,ZXC Games,,33,35,0,"0 .. 20,000",0,0,0,0,159,399,60,0
863730,Artillery Cats,Christopher Wagner,Christopher Wagner,,62,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1129550,edataconsulting VR Office,"Jose Alfonso, Vicente Mauricio, Tobias Kammann, Guillermo Fleitas",Jose Alfonso,,11,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1016970,Ellen and the Degenerates RPG,"John Shields, Humdinger Games",Humdinger Games,,47,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1310270,Chromalition,One Tasteful Succulent,Emergency Entrance Studios,,18,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
669730,Mind Trap,SaintHeiser,Half-Face Games,,5,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1673320,Survivor,kolacape,kolacape,,123,100,0,"0 .. 20,000",0,0,0,0,99,99,0,0
839240,Penny Black,Bobby Zeal,Bobby Zeal,,95,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
696160,Necromancer Accountant,Artyom Laletin,Artyom Design,,57,21,0,"0 .. 20,000",359,0,359,0,0,0,0,0
1398410,Reginald's Death Arena,Epic Banana Games LLC,Epic Banana Games LLC,,7,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1114960,Corridor Crusaders,Daniel Gelber,Corridor Crusaders,,8,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1180790,ImageStriker,TERARIN GAMES,TERARIN GAMES,,45,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
786850,Roun,Dave Catling,Dave Catling,,26,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1307390,飞仙决,飞仙决,飞仙决,,0,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1265520,Forbidden Z,PumpkinVR / Pumpkin Studio,PumpkinVR / Pumpkin Studio,,3,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
948850,魔神之战,"Gooody Entertainment Co.,Ltd.","Gooody Entertainment Co.,Ltd.",,27,12,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2460970,Pathogen Purge - Tower Defense,Maverick,Maverick,,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1591630,Bone Mayhem,Howtodrinkwater,Howtodrinkwater,,6,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
910210,Coffee Trainer VR,ON Reality lab.,ON Reality lab.,,9,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2836550,Math Path Builder,Germapur Apps,Germapur Apps,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1061550,Sneak In: a sphere matcher game,Binogure Studio,Binogure Studio,,10,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
3066320,Seeds,Danluk,Collectible Crew,,12,9,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2542380,Cyber Space Driver,Daniel Swonson,Daniel Swonson,,16,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1923170,Pizza Synthwave,Theseus Games,Theseus Games,,21,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1904310,Go Ace It,Go Ace It,Go Ace It,,25,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1280180,Get Over Here!,LIQUID Softworks,LIQUID Softworks,,26,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
501470,Hold the door!,Saucisson,Saucisson,,29,17,0,"0 .. 20,000",54,0,54,0,0,0,0,0
2525270,The House,zebaxx,zebaxx,,34,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1056580,Family Hidden Secret - Hidden Objects Puzzle Adventure,BigBro Games,BigBro Games,,36,52,0,"0 .. 20,000",0,0,0,0,0,0,0,0
251650,Ray's The Dead,Ragtag Studio,Ragtag Studio,,37,24,0,"0 .. 20,000",107,0,107,0,1999,1999,0,0
655170,Telepathy Zero,Creashock studios,Creashock studios,,37,47,0,"0 .. 20,000",120,0,120,0,0,0,0,0
817370,Marching Simulator,Marching Simulator,Marching Simulator,,41,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1081160,Into The Core,"Amnon Levi, Ben Chen, Bar Alon, Ofir Green",Gemini Creative Games,,44,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2375040,Dangerous Fellows: Otome Game,Storytaco,Storytaco,,46,62,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1359160,Rocket Bots,ic3bug,ic3bug,,48,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1183740,散歩するキーボード使い,Sato Fumiya,Sato Fumiya,,52,5,0,"0 .. 20,000",0,0,0,0,0,0,0,1
790450,ANYKEY,Sciman101,Sciman101,,73,15,0,"0 .. 20,000",132,0,132,0,0,0,0,0
531540,Hidden Dimensions 3,Stijn Van Cauter,Stijn Van Cauter,,78,14,0,"0 .. 20,000",93,0,93,0,0,0,0,3
753610,J.A.W.S,"Corn Fed Games, LLC.","Corn Fed Games, LLC.",,78,79,0,"0 .. 20,000",31,0,38,0,0,0,0,0
1494920,星帷之瓣,daihua.k,"daihua.k, RMAsia",,87,4,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1133580,Snapshot VR,Giant Scam Industries,Giant Scam Industries,,94,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
432870,Special Tactics,Beast Mode Games,Beast Mode Games,,102,20,0,"0 .. 20,000",49,0,49,0,0,0,0,0
2301370,Fantasy World Souls,DreamWeaver,DreamWeaver,,166,25,0,"0 .. 20,000",0,0,0,0,0,0,0,4
931560,Seven Days,LIFE0,Fruitbat Factory,,180,4,0,"0 .. 20,000",913,0,1788,0,3999,3999,0,1
1114950,Learn Japanese RPG: Hiragana Forbidden Speech,Study Bunny Games LLC,Study Bunny Games LLC,,214,4,0,"0 .. 20,000",37,0,37,0,1999,1999,0,1
1412470,GranAge,PICTOLOGI,PICTOLOGI,,355,122,0,"0 .. 20,000",20,0,18,0,0,0,0,3
492150,RPG World - Action RPG Maker,RaveyLarge,RaveyLarge,,381,163,0,"0 .. 20,000",67,0,69,0,0,0,0,0
1545040,Jump/Die/Live,AngelRDev,AngleRDev,,10,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
825170,Porcuball,Half Baked Data,Half Baked Data,,17,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1234700,Hornet Virus: Steel Alcimus II,Hijong Park,PsychoFlux Entertainment,,24,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1144740,Artificial Iridescence,"Darius Immanuel D. Guerrero, K.S. Sim","AppSir, Inc.",,27,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1272340,Escape to Sidious,Sven Kröber,Sven Kröber,,27,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1373110,Reflect Horizons,Level 11,Level 11,,29,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
978790,Frantic Dimension,Hijong Park,PsychoFlux Entertainment,,58,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0
321060,Gender Bender DNA Twister Extreme,Transcendent Games,Transcendent Games,,189,51,0,"0 .. 20,000",563,0,753,0,2499,2499,0,0
945880,Beer'em Up,"ESAT, Rocket Banana",ESAT,,8,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1392040,グランドインテンション・アジャストメント,R3GameCreate,R3GameCreate,,15,4,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1486270,Agent of Chaos,Order &amp; Entropy Studios,Order &amp; Entropy Studios,,18,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1230930,Inside The Computer,Zihan Wang,Zihan Wang,,25,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
661830,Lunarsea,"Live in the Game, LLC Self","Live in the Game, LLC  Self",,52,22,0,"0 .. 20,000",61,0,61,0,0,0,0,0
1366700,Quintus and the Absent Truth,Wreck Tangle Games,Wreck Tangle Games,,62,18,0,"0 .. 20,000",0,0,0,0,599,599,0,0
373650,The Assembly,nDreams,nDreams,,115,49,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
581650,Once Upon an All Hallow's Eve,Ran,Visual Wordplay,,152,32,0,"0 .. 20,000",85,0,85,0,0,0,0,0
1199060,Coin Pickers,Pablo Arismendi Rabe,Pablo Arismendi Rabe,,18,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1482720,The Scary Square,Lightning Games,Lightning Games,,23,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1100270,The Far Rings: A Space Opera Visual Novella,"TFR Team - Heiden, aMira, Debbie, and more, Heiden, Alicia Mira Kim (AliMira), Debbie Trader (RyeTaran), Mike Morton, Liam, Many other kind helpers!!!",The Far Rings Team,,65,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1260960,Kairos'Light,"Manon Carrier, Jean-marc Vanbalberghe, Arnaud Vanbalberghe",Assoc. Let's Develop Change,,97,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
588120,Capsa,"db.works, Vetron",Vetron,,144,100,0,"0 .. 20,000",57,0,71,0,0,0,0,1
1163480,Welcome To... Chichester OVN 2 : Master Tormentor Grendel Jinx !?,Triority Interactive Novels,Triority Interactive Novels,,18,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1101050,Celestial,Jamie Mulvaney,Jamie Mulvaney,,27,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
753060,Lucky Night VR,ATC Games,ATC Games,,20,13,0,"0 .. 20,000",566,0,566,0,0,0,0,0
261350,Steam Bandits: Outpost,Iocaine Studios,Iocaine Studios,,35,35,0,"0 .. 20,000",119,0,219,0,0,0,0,0
1218670,Super Orbit,Tameem Hamoui,Cold And Old,,16,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1087190,Underture,Ben Schwartz,Ben Schwartz,,12,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
824170,Relic Raiders,Crystallized Games,Crystallized Games,,59,26,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1290820,Project Océara,Indépendant,Indépendant,,7,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2587060,Death Lease,kezbobicus,kezbobicus,,5,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2571350,Soul of War: Legions,Fantasy War Studio,Fantasy War Studio,,117,46,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2955040,Neurose Neurones,NEKURA CLAN,NEKURA CLAN,,5,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2895490,Cursedville,Arda Aslan,Arda Aslan,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2972810,Five Nights at Roner's 2,Roane Vaydich,RedShift Interactive,,33,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2875300,The Echo Escape,mumumu,mumumu,,4,1,0,"0 .. 20,000",0,0,0,0,0,0,0,1
509530,Gods and Nemesis: of Ghosts from Dragons,Chad Meffert,Chad Meffert,,24,16,0,"0 .. 20,000",91,0,91,0,0,0,0,0
672000,System Goose Overload,Joseph Calabro,Joseph Calabro,,86,10,0,"0 .. 20,000",59,0,59,0,0,0,0,0
1226070,Questinarium,"Dymchick1, KHB-Soft",Dymchick1,,18,20,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1449370,The Benza RPG,Guilherme Martins,Tokyo Cowboys,,17,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1104890,From Head to Toe,Party for Introverts,Party for Introverts,,82,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1215060,A.V.I,A Man and his Computer,A Man and his Computer,,11,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
892560,PaulPaul - Act 1,Another Circus,Another Circus,,39,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
756410,Nova 1492,CODE7,CODE7,,32,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
756220,Whirlpool,"Ward Mahadin, Aaram Mahadin, Nehaia Halabeieh",Ward Mahadin,,7,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1075000,Beyond the Stars VR,S1T2,S1T2,,37,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1452410,Case Kovacs - Agent 228,Quarantine Interactive,Plug In Digital,,36,21,0,"0 .. 20,000",0,0,0,0,0,0,0,0
612050,VRIQ,3DIQ,3DIQ,,27,12,0,"0 .. 20,000",94,0,94,0,0,0,0,0
1248220,无上道,无上道,无上道,,11,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
551130,Tiki Brawl,Last Five,RAWR Lab,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1280100,Element Battle Royale,YoAvrageStudios,YoAvrageStudios,,57,36,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1360190,曙光之诗,729白起生贺组,729白起生贺组,,20,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2372510,Ａクラス,Akie Asami,Akie Asami,,9,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1109280,Back To Hell,Devil Fish,Devil Fish,,1,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0
589370,Fur Fun,,,98,51,109,31,"0 .. 20,000",18,0,18,0,1499,1499,0,1
1289300,Bubble With Djealy,Pagie Portal,Pagie Portal,,4,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1011960,Arena of Shaelo,Royal Donut,Royal Donut,,7,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1046490,Action Entities,Action Entities,Action Entities,,48,25,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1274930,Planet 2000,Bionic Pony,Triskelia Games,,4,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2665370,VIRTUAL LIVE ARENA,THRUSTER Inc,SHOGAKUKAN Inc,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,1
964060,Brainmelter Deluxe,Cosmocat,Cosmocat,,7,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2147600,Chamber's Reunion,Solution Games,Solution Games,,8,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2258510,Tower Defense: Infinite War,Com2uS,Com2uS,,8,11,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2734750,Gun vs. Zombies,IonForce Studio,IonForce Studio,,10,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1463510,英雄坛说X·归来,成都盟布克科技有限公司,成都盟布克科技有限公司,,12,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2699780,Synthetic Fantasy;,Lonely Rabbit Games,Lonely Rabbit Games,,12,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2752100,Bounce ASMR,edybtt Studios,edybtt Studios,,13,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2190180,SmileXCorp 3,IndieFist,IndieFist,,14,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2890270,Warfare : Battleground,Waves,Waves,,16,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2868740,Pet Crossing,Haska Su,Gamelet,,16,1,0,"0 .. 20,000",0,0,0,0,0,0,0,1
3047580,Containment Breach,Sam Effa,Sam Effa,,19,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
448390,Maneki's Curse,N.R. Burnette,N.R. Burnette,,22,14,0,"0 .. 20,000",121,0,121,0,0,0,0,0
717050,Thirdmage,Aristotelis Giannakopoulos,Aristotelis Giannakopoulos,,22,13,0,"0 .. 20,000",7,0,7,0,0,0,0,0
1248390,Aspiring Light,DeveloperJy,DeveloperJy,,25,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
622310,Amigo VR,Amigo VR Studio,Amigo VR Studio,,26,24,0,"0 .. 20,000",114,0,114,0,0,0,0,0
1115400,Speed Mazing,"Piotr Zurek, Łukasz Leszczuk",Piotr Zurek,,26,6,0,"0 .. 20,000",0,0,0,0,0,0,0,1
613620,Hoverloop,Not A Company,Cronos Interactive,,28,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
535170,Climbtime,Saluda Systems,Saluda Systems,,31,20,0,"0 .. 20,000",89,0,89,0,0,0,0,0
3065920,Black Myth: Heaven,ShaneGame,ShaneGame,,33,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
907350,Welcome To... Chichester 2 - Part I : The Spy Of Chichester And The Eager Tourist Guide HD Edition,Triority Interactive Novels,Triority Interactive Novels,,34,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1079940,Hippocampus,Bad Vices Games,Bad Vices Games,,35,25,0,"0 .. 20,000",0,0,0,0,0,0,0,0
926420,Model Railway Easily Christmas,Redbrick Studios Ltd,Redbrick Studios Ltd,,37,17,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1023570,PUZZLE: ANIMALS,AFBIK Studio,AFBIK Studio,,46,8,0,"0 .. 20,000",0,0,0,0,49,99,51,1
1064670,Pathos,Team Horde LLC,Team Horde LLC,,48,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
462530,8i - Make VR Human,8i,8i,,50,27,0,"0 .. 20,000",1523,0,1523,0,0,0,0,1
989490,The Emulator,"concluse_dev, T Allen Studios","concluse_dev, T Allen Studios",,57,39,0,"0 .. 20,000",0,0,0,0,0,0,0,0
578350,Element TD,Element Studios,Element Studios,,62,22,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2618830,Layover Lovers,Moonlit Works,Moonlit Works,,62,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1151060,Before Arriving at the Terminal,人工くらげ,人工くらげ,,71,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
641860,Trenches of War,Vashta Entertainment,Vashta Entertainment,,79,8,0,"0 .. 20,000",1143,0,1143,0,0,0,0,0
1419740,The Witch in the Forest,Crystal Game Works,Crystal Game Works,,84,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
547540,panGEMic,David Cross,David Cross,,88,17,0,"0 .. 20,000",273,0,274,0,0,0,0,0
2925310,Cats Around Us: Giant Cat,Noobzilla,Noobzilla,,88,1,0,"0 .. 20,000",0,0,0,0,159,199,20,0
460540,Temple of Rust,James Mearman,dev-zoo,,91,17,0,"0 .. 20,000",0,0,0,0,799,799,0,0
2545650,DOOM Eternal: idStudio,id Software,Bethesda Softworks,,95,5,0,"0 .. 20,000",0,0,0,0,0,0,0,4
614890,Cuit,Class-X Games,Class-X Games,,131,38,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1122880,Stones of Solace,Dziff,Ice Water Games,,146,9,0,"0 .. 20,000",0,0,0,0,0,0,0,5
856990,A Long Way Down,Seenapsis Studio,"Goblinz Publishing, Maple Whispering Limited, Mugen Creations",,152,75,0,"0 .. 20,000",482,0,482,0,359,1799,80,0
1227750,Puzzle - LINES AND KNOTS,PlayToday,PlayToday,,208,33,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1398390,SPACE / MECH / PILOT,SKY HOUR WORKS,SKY HOUR WORKS,,378,69,0,"0 .. 20,000",0,0,0,0,998,998,0,3
1422380,Witches x Warlocks,Nifty Visuals,Nifty Productions,,573,60,0,"0 .. 20,000",198,0,265,0,0,0,0,0
1316950,VE FPSO TOUR in VR,Visual Engineering,Visual Engineering,,7,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1071090,Clean VR,LookPeople,Ahlman Game Studio,,11,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1219110,Friend Sighting,"Gungus, Wungus, &amp; Jimmy","Gungus, Wungus, &amp; Jimmy",,17,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
801760,City Monsters,NewGen,NewGen,,38,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
820040,Picross Fairytale: Legend of the Mermaid,Somer Games,8Floor,,41,31,0,"0 .. 20,000",172,0,201,0,499,499,0,0
2405270,Project Asteroids,Aleksandr Serdiuk,Aleksandr Serdiuk,,73,48,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1047960,TOK 2,Crew Lab,Crew Lab,,141,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3284020,Cashrooms,NoHead Games,NoHead Games,,32,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
910190,Hive Slayer,King Crow Studios,King Crow Studios,,17,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
738720,Bug Attack!,"David Vogt, The Ludicrous Ones",DLV Games,,19,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1179110,Chrono's Arena,Bullseye Game Studio,Bullseye Game Studio,,28,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1180530,Gates to Terra II,SeasonQuest,SeasonQuest,,12,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
