appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,owners_min,owners_max,owners_median,release_date,genres,is_free,metacritic_score,dlc_count
203770,Crusader Kings II,Paradox Development Studio,Paradox Interactive,,66359,7450,0,"2,000,000 .. 5,000,000",3409,58,262,60,0,0,0,1373,2000000,5000000,3500000.0,"14 Feb, 2012","RPG, Simulation, Strategy, Free To Play",True,82,32
2709570,Supermarket Together,DeadDevsTellNoLies,DeadDevsTellNoLies,,63994,3441,0,"2,000,000 .. 5,000,000",467,218,205,130,0,0,0,4704,2000000,5000000,3500000.0,"9 Aug, 2024","Casual, Indie, Simulation, Free To Play",True,,1
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,77227,15580,0,"2,000,000 .. 5,000,000",5052,575,550,1033,3999,3999,0,599,2000000,5000000,3500000.0,"1 Jun, 2017","Action, Sports",False,82,24
265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,,33130,3132,0,"2,000,000 .. 5,000,000",432,12,105,12,0,0,0,53,2000000,5000000,3500000.0,"9 May, 2014","Action, Free To Play, Indie",True,,1
312990,The Expendabros,Free Lives,Devolver Digital,,17661,513,0,"2,000,000 .. 5,000,000",194,0,77,0,0,0,0,20,2000000,5000000,3500000.0,"5 Aug, 2014","Action, Adventure, Indie, Free To Play",True,,0
211500,RaceRoom Racing Experience,KW Studios,"KW Studios, RaceRoom Entertainment AG",,17812,5806,0,"2,000,000 .. 5,000,000",364,33,44,37,0,0,0,431,2000000,5000000,3500000.0,"12 Feb, 2013","Racing, Simulation, Sports, Free To Play",True,,0
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,10776,6811,0,"2,000,000 .. 5,000,000",345,0,86,0,0,0,0,0,2000000,5000000,3500000.0,"29 Mar, 2017","Action, Adventure, Free To Play, Indie, Massively Multiplayer, Strategy",False,,0
285900,Gang Beasts,"Boneloaf, Rocket Science",Boneloaf,,51267,9003,0,"2,000,000 .. 5,000,000",470,96,159,157,1999,1999,0,376,2000000,5000000,3500000.0,"12 Dec, 2017","Action, Adventure, Casual, Indie, Simulation",False,,1
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,111325,15541,0,"2,000,000 .. 5,000,000",4150,98,518,108,2999,2999,0,4508,2000000,5000000,3500000.0,"18 Nov, 2016",Action,False,75,5
42680,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,,21320,3686,0,"2,000,000 .. 5,000,000",1122,255,459,300,3999,3999,0,357,2000000,5000000,3500000.0,"7 Nov, 2011",Action,False,,4
918570,Century: Age of Ashes,Playwing LTD,Playwing LTD,,13226,4514,0,"2,000,000 .. 5,000,000",182,0,57,0,0,0,0,54,2000000,5000000,3500000.0,"2 Dec, 2021","Action, Indie, Racing, Free To Play",True,,17
361420,ASTRONEER,System Era Softworks,System Era Softworks,,118817,10139,0,"2,000,000 .. 5,000,000",2163,653,1015,642,2999,2999,0,988,2000000,5000000,3500000.0,"5 Feb, 2019","Adventure, Indie",False,,8
335240,Transformice,Atelier 801,Atelier 801,,24320,3341,0,"2,000,000 .. 5,000,000",1461,909,87,1482,0,0,0,1284,2000000,5000000,3500000.0,"30 Jan, 2015","Free To Play, Indie, Massively Multiplayer",True,,0
99900,Spiral Knights,Grey Havens,Grey Havens,,19869,3789,0,"2,000,000 .. 5,000,000",971,0,105,0,0,0,0,132,2000000,5000000,3500000.0,"14 Jun, 2011","Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG",True,64,1
1289310,Helltaker,vanripper,vanripper,,122115,2803,0,"2,000,000 .. 5,000,000",145,1,76,1,0,0,0,75,2000000,5000000,3500000.0,"11 May, 2020","Adventure, Free To Play, Indie",True,,1
387990,Scrap Mechanic,Axolot Games,Axolot Games,,104512,8771,0,"2,000,000 .. 5,000,000",2911,390,744,765,1999,1999,0,909,2000000,5000000,3500000.0,"19 Jan, 2016","Action, Adventure, Indie, Simulation, Early Access",False,,0
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,,6540,457,0,"2,000,000 .. 5,000,000",455,0,78,0,3699,3699,0,65,2000000,5000000,3500000.0,"17 Jul, 2007","Action, Strategy",False,93,0
355180,Codename CURE,Raptor Byte,Raptor Byte,,13960,2518,0,"2,000,000 .. 5,000,000",198,5,46,5,0,0,0,12,2000000,5000000,3500000.0,"31 Oct, 2017","Action, Free To Play",True,,1
678950,DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,,65978,6998,0,"2,000,000 .. 5,000,000",4308,242,467,382,5999,5999,0,511,2000000,5000000,3500000.0,"26 Jan, 2018",Action,False,85,29
299360,Block N Load,"Toadman Interactive, Artplant",Toadman Interactive,,11944,3237,0,"2,000,000 .. 5,000,000",1408,0,75,0,0,0,0,4,2000000,5000000,3500000.0,"30 Apr, 2015","Action, Massively Multiplayer, Strategy, Free To Play",False,72,0
262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,,16184,3058,0,"2,000,000 .. 5,000,000",348,97,55,97,0,0,0,103,2000000,5000000,3500000.0,"21 May, 2014","Action, Casual, Indie, Simulation, Strategy, Free To Play",True,,25
224600,Defiance,Trion Worlds,Trion Worlds,,9676,2964,0,"2,000,000 .. 5,000,000",873,0,164,0,0,0,0,2,2000000,5000000,3500000.0,"4 Jun, 2014","Action, Free To Play, Massively Multiplayer, RPG",False,64,0
368230,Kingdom: Classic,"Noio, Licorice",Raw Fury,,20023,2065,0,"2,000,000 .. 5,000,000",344,1,230,1,0,0,0,40,2000000,5000000,3500000.0,"21 Oct, 2015","Indie, Simulation, Strategy",True,74,0
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,,63479,13524,0,"2,000,000 .. 5,000,000",1868,3301,129,6591,799,799,0,192,2000000,5000000,3500000.0,"6 Dec, 2017",Action,False,,0
362890,Black Mesa,Crowbar Collective,Crowbar Collective,,121562,6131,0,"2,000,000 .. 5,000,000",758,137,408,161,1999,1999,0,907,2000000,5000000,3500000.0,"6 Mar, 2020","Action, Adventure, Indie",False,84,0
438740,Friday the 13th: The Game,IllFonic,Gun Media,,62069,15444,0,"2,000,000 .. 5,000,000",933,27,246,27,0,0,0,19,2000000,5000000,3500000.0,"25 May, 2017",Action,False,61,0
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,,65847,8601,0,"2,000,000 .. 5,000,000",1068,296,276,443,0,0,0,1001,2000000,5000000,3500000.0,"29 Mar, 2017","RPG, Simulation, Free To Play",True,63,0
905370,Conqueror's Blade,Booming Tech,Poros Interactive,,22576,7558,0,"2,000,000 .. 5,000,000",2961,0,343,0,0,0,0,2,2000000,5000000,3500000.0,"30 May, 2019","Action, Massively Multiplayer, Strategy, Free To Play",False,,0
1056640,Phantasy Star Online 2,SEGA,SEGA,,16848,7196,0,"2,000,000 .. 5,000,000",3364,505,181,505,0,0,0,1400,2000000,5000000,3500000.0,"5 Aug, 2020","Action, Massively Multiplayer, RPG, Free To Play",True,,14
372000,Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",,13046,7265,0,"2,000,000 .. 5,000,000",4612,0,278,0,0,0,0,163,2000000,5000000,3500000.0,"28 Mar, 2016","Massively Multiplayer, RPG, Free To Play",True,,15
646910,The Crew 2,Ivory Tower,Ubisoft,,72724,21141,0,"2,000,000 .. 5,000,000",1674,335,258,333,299,2999,90,873,2000000,5000000,3500000.0,"28 Jun, 2018","Action, Massively Multiplayer, Racing",False,,3
13520,Far Cry,Crytek Studios,Ubisoft,,8406,1853,0,"2,000,000 .. 5,000,000",263,44,62,44,999,999,0,50,2000000,5000000,3500000.0,"1 Apr, 2008",Action,False,89,0
471710,Rec Room,Rec Room,Rec Room,,63756,7467,0,"2,000,000 .. 5,000,000",399,147,126,233,0,0,0,1510,2000000,5000000,3500000.0,"2 Sep, 2021","Adventure, Casual, Massively Multiplayer, Free To Play",True,,0
47870,Need For Speed: Hot Pursuit,Criterion Games,Electronic Arts,,16490,3487,0,"2,000,000 .. 5,000,000",631,55,184,81,0,0,0,19,2000000,5000000,3500000.0,"14 Dec, 2010",Racing,False,86,0
629520,Soundpad,Leppsoft,Leppsoft,,84918,3466,0,"2,000,000 .. 5,000,000",15068,636,2298,175,499,499,0,15279,2000000,5000000,3500000.0,"30 Sep, 2017","Audio Production, Utilities",False,,0
282440,Quake Live,id Software,Bethesda Softworks,,13303,2074,0,"2,000,000 .. 5,000,000",541,0,74,0,999,999,0,297,2000000,5000000,3500000.0,"17 Sep, 2014",Action,False,,0
436150,Governor of Poker 3,Playtika Ltd.,Playtika Ltd.,,10541,4800,0,"2,000,000 .. 5,000,000",827,1281,170,1281,0,0,0,1053,2000000,5000000,3500000.0,"19 Feb, 2016","Casual, Massively Multiplayer, Simulation, Free To Play",True,,0
550900,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,,10212,4355,0,"2,000,000 .. 5,000,000",1438,0,137,0,0,0,0,0,2000000,5000000,3500000.0,"8 May, 2017","Action, Adventure, Free To Play, Massively Multiplayer, RPG",False,,0
427730,Who's Your Daddy?!,Evil Tortilla Games,Evil Tortilla Games,,24318,6091,0,"2,000,000 .. 5,000,000",188,8,87,8,699,699,0,75,2000000,5000000,3500000.0,"13 May, 2016","Action, Casual, Indie",False,,1
316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,,16916,6928,0,"2,000,000 .. 5,000,000",3225,466,180,466,0,0,0,37,2000000,5000000,3500000.0,"29 Jul, 2015","Free To Play, Strategy",False,,0
105450,Age of Empires III (2007),Ensemble Studios,Xbox Game Studios,,29126,2913,0,"2,000,000 .. 5,000,000",1870,333,325,333,0,0,0,309,2000000,5000000,3500000.0,"5 Jan, 2012","Simulation, Strategy",False,81,0
1167630,Teardown,Tuxedo Labs,Tuxedo Labs,,104653,4809,0,"2,000,000 .. 5,000,000",1418,76,407,59,2999,2999,0,1984,2000000,5000000,3500000.0,"21 Apr, 2022","Action, Indie, Simulation, Strategy",False,80,5
11020,TrackMania Nations Forever,Nadeo,Ubisoft,,21244,2359,0,"2,000,000 .. 5,000,000",608,383,113,661,0,0,0,181,2000000,5000000,3500000.0,"16 Apr, 2008",Racing,True,,0
12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,,30730,5604,0,"2,000,000 .. 5,000,000",458,44,128,54,1499,1499,0,221,2000000,5000000,3500000.0,"21 Oct, 2008","Action, Adventure",False,72,0
242720,GunZ 2: The Second Duel,Masangsoft,Masangsoft,,7055,3622,0,"2,000,000 .. 5,000,000",705,0,93,0,0,0,0,3,2000000,5000000,3500000.0,"1 May, 2014","Action, Indie, Free To Play",True,,0
1254120,Bless Unleashed,VALOFE,VALOFE,,16259,14611,0,"2,000,000 .. 5,000,000",1671,1,105,1,0,0,0,291,2000000,5000000,3500000.0,"6 Aug, 2021","Action, Massively Multiplayer, RPG, Free To Play",True,,5
1569040,Football Manager 2022,Sports Interactive,SEGA,,19861,1599,0,"2,000,000 .. 5,000,000",21842,2549,10529,2549,0,0,0,1742,2000000,5000000,3500000.0,"9 Nov, 2021","Simulation, Sports",False,85,1
203290,America's Army: Proving Grounds,U.S. Army,U.S. Army,,8637,2315,0,"2,000,000 .. 5,000,000",11403,36,56,36,0,0,0,132,2000000,5000000,3500000.0,"29 Aug, 2013","Action, Free To Play",True,,0
286570,F1 2015,"Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",,4720,3172,0,"2,000,000 .. 5,000,000",436,8,341,8,0,0,0,22,2000000,5000000,3500000.0,"9 Jul, 2015","Racing, Sports",False,61,0
787860,Farming Simulator 19,Giants Software,Giants Software,,70448,4172,0,"2,000,000 .. 5,000,000",10110,0,2432,0,1799,1799,0,983,2000000,5000000,3500000.0,"19 Nov, 2018",Simulation,False,73,10
466560,Northgard,Shiro Games,Shiro Games,,55844,8851,0,"2,000,000 .. 5,000,000",1806,403,473,305,2999,2999,0,1164,2000000,5000000,3500000.0,"7 Mar, 2018","Adventure, Indie, Simulation, Strategy",False,81,16
207140,SpeedRunners,DoubleDutch Games,tinyBuild,,34525,2215,0,"2,000,000 .. 5,000,000",700,99,291,140,1499,1499,0,195,2000000,5000000,3500000.0,"19 Apr, 2016","Action, Casual, Indie, Racing, Sports",False,84,3
431240,Golf With Your Friends,"Blacklight Interactive, Team17",Team17,,59105,7975,0,"2,000,000 .. 5,000,000",707,111,380,116,999,4999,80,979,2000000,5000000,3500000.0,"19 May, 2020","Casual, Indie, Sports",False,,18
248570,Toribash,Nabi Studios,"Nicalis, Inc.",,14775,1928,0,"2,000,000 .. 5,000,000",697,27,77,27,0,0,0,85,2000000,5000000,3500000.0,"16 May, 2014","Action, Indie, Strategy, Free To Play",True,,0
209000,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,,51192,6071,0,"2,000,000 .. 5,000,000",988,93,624,165,1999,1999,0,616,2000000,5000000,3500000.0,"24 Oct, 2013","Action, Adventure",False,74,6
24960,Battlefield: Bad Company 2,DICE,Electronic Arts,,31749,5438,0,"2,000,000 .. 5,000,000",2335,0,506,0,0,0,0,22,2000000,5000000,3500000.0,"2 Mar, 2010",Action,False,87,0
286940,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Space Budgie,,8049,3267,0,"2,000,000 .. 5,000,000",746,0,104,0,0,0,0,0,2000000,5000000,3500000.0,"19 May, 2015","Action, Adventure, Free To Play, Sports, Strategy",False,,0
530700,Argo,Bohemia Interactive,Bohemia Interactive,,5610,5315,0,"2,000,000 .. 5,000,000",146,0,33,0,0,0,0,1,2000000,5000000,3500000.0,"22 Jun, 2017","Action, Free To Play",False,,0
437900,Party Jousting,vikingfabian,vikingfabian,,662,61,0,"2,000,000 .. 5,000,000",71,0,54,0,0,0,0,1,2000000,5000000,3500000.0,"1 Mar, 2016","Casual, Indie, Sports",True,,2
635260,CarX Drift Racing Online,"CarX Technologies, LLC","CarX Technologies, LLC",,79504,3912,0,"2,000,000 .. 5,000,000",2843,191,946,106,1499,1499,0,1658,2000000,5000000,3500000.0,"17 Nov, 2017","Massively Multiplayer, Racing, Simulation, Sports",False,,31
259080,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix,,13558,1246,0,"2,000,000 .. 5,000,000",725,0,346,0,0,0,0,7,2000000,5000000,3500000.0,"16 Dec, 2013","Action, Adventure",True,,0
42700,Call of Duty: Black Ops,Treyarch,Activision,,36530,3695,0,"2,000,000 .. 5,000,000",1455,18,516,29,3999,3999,0,527,2000000,5000000,3500000.0,"8 Nov, 2010",Action,False,81,4
55100,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,,7787,4980,0,"2,000,000 .. 5,000,000",417,113,97,113,1999,1999,0,12,2000000,5000000,3500000.0,"14 Mar, 2011",Action,False,70,3
1520470,封灵档案,（Hong Kong）GKD,（Hong Kong）GKD,,21945,4737,0,"2,000,000 .. 5,000,000",1139,0,49,0,0,0,0,656,2000000,5000000,3500000.0,"29 Mar, 2021","Action, Adventure, Massively Multiplayer, RPG, Strategy, Free To Play",True,,0
644560,Mirror,KAGAMI WORKS,Paradise Project,,80419,2554,0,"2,000,000 .. 5,000,000",767,81,305,81,199,199,0,106,2000000,5000000,3500000.0,"19 Apr, 2018","Adventure, Indie, RPG",False,,7
1263850,Football Manager 2021,Sports Interactive,SEGA,,22342,1558,0,"2,000,000 .. 5,000,000",28563,168,12541,168,0,0,0,1122,2000000,5000000,3500000.0,"24 Nov, 2020","Simulation, Sports",False,,1
407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,7766,3926,0,"2,000,000 .. 5,000,000",931,18,14,18,449,1499,70,43,2000000,5000000,3500000.0,"29 Aug, 2017","Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy",False,,0
310950,Street Fighter V,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,29529,14122,0,"2,000,000 .. 5,000,000",3222,29,326,29,1999,1999,0,170,2000000,5000000,3500000.0,"15 Feb, 2016",Action,False,89,13
674020,World War 3,Wishlist Games,Wishlist Games,,29495,25034,0,"2,000,000 .. 5,000,000",838,0,287,0,0,0,0,59,2000000,5000000,3500000.0,"10 Dec, 2022","Action, Free To Play",True,,0
544810,KARDS - The WWII Card Game,1939 Games,1939 Games,,28543,10136,0,"2,000,000 .. 5,000,000",1906,137,85,168,0,0,0,4796,2000000,5000000,3500000.0,"15 Apr, 2020","Casual, Indie, Strategy, Free To Play",True,80,1
611500,Quake Champions,id Software,Bethesda Softworks,,28297,10068,0,"2,000,000 .. 5,000,000",570,204,88,208,0,0,0,203,2000000,5000000,3500000.0,"18 Aug, 2022","Action, Free To Play",True,,0
50,Half-Life: Opposing Force,Gearbox Software,Valve,,24363,1198,0,"2,000,000 .. 5,000,000",965,324,181,324,499,499,0,74,2000000,5000000,3500000.0,"1 Nov, 1999",Action,False,,0
1408720,Krunker,FRVR,FRVR,,21147,5599,0,"2,000,000 .. 5,000,000",175,1,46,1,0,0,0,32,2000000,5000000,3500000.0,"1 Feb, 2021","Action, Casual",False,,0
310560,DiRT Rally,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",,34981,4810,0,"2,000,000 .. 5,000,000",1775,1713,131,164,0,0,0,84,2000000,5000000,3500000.0,"7 Dec, 2015","Racing, Simulation, Sports",False,86,0
815370,Green Hell,Creepy Jar,Creepy Jar,,69304,11300,0,"2,000,000 .. 5,000,000",1176,248,515,233,2499,2499,0,1656,2000000,5000000,3500000.0,"5 Sep, 2019","Action, Adventure, Indie, Simulation",False,78,1
470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,,37173,14345,0,"2,000,000 .. 5,000,000",513,47,238,90,999,999,0,291,2000000,5000000,3500000.0,"3 Jan, 2017",Casual,False,,10
302830,BLOCKADE 3D,Novalink,Novalink,,14974,10584,0,"2,000,000 .. 5,000,000",638,0,90,0,0,0,0,4,2000000,5000000,3500000.0,"19 Dec, 2014","Action, Free To Play, Early Access",True,,0
236110,Dungeon Defenders II,Chromatic Games,Chromatic Games,,16882,4941,0,"2,000,000 .. 5,000,000",1341,0,174,0,0,0,0,351,2000000,5000000,3500000.0,"20 Jun, 2017","Action, Indie, RPG, Strategy, Free To Play",True,,6
1399780,Spellbreak,"Proletariat, Inc.","Proletariat, Inc.",,12119,1887,0,"2,000,000 .. 5,000,000",231,0,92,0,0,0,0,1,2000000,5000000,3500000.0,"15 Dec, 2020","Action, Adventure, Free To Play, RPG",False,,0
312660,Sniper Elite 4,Rebellion,Rebellion,,53923,5232,0,"2,000,000 .. 5,000,000",1001,156,348,138,5999,5999,0,541,2000000,5000000,3500000.0,"13 Feb, 2017","Action, Adventure",False,78,13
393380,Squad,Offworld,Offworld,,175088,35463,0,"2,000,000 .. 5,000,000",6345,547,790,129,4999,4999,0,9116,2000000,5000000,3500000.0,"23 Sep, 2020","Action, Indie, Massively Multiplayer, Strategy",False,,18
280,Half-Life: Source,Valve,Valve,,11068,4988,0,"2,000,000 .. 5,000,000",715,0,82,0,999,999,0,27,2000000,5000000,3500000.0,"1 Jun, 2004",Action,False,,0
783770,Ironsight,"WipleGames Inc.,","WipleGames Inc.,",,16204,6206,0,"2,000,000 .. 5,000,000",753,0,76,0,0,0,0,64,2000000,5000000,3500000.0,"19 Jun, 2019","Action, Free To Play",False,,0
212070,Star Conflict,Star Gem Inc.,Gaijin Network Ltd,,10879,3974,0,"2,000,000 .. 5,000,000",1493,97,98,102,0,0,0,95,2000000,5000000,3500000.0,"27 Feb, 2013","Action, Adventure, Massively Multiplayer, RPG, Simulation, Free To Play",True,75,94
1284210,Guild Wars 2,ArenaNet®,ArenaNet®,,19151,2392,0,"2,000,000 .. 5,000,000",1881,1162,217,1346,0,0,0,3277,2000000,5000000,3500000.0,"23 Aug, 2022","Adventure, Massively Multiplayer, RPG, Free To Play",True,90,5
323580,Jotun: Valhalla Edition,Thunder Lotus,Thunder Lotus,,6536,1905,0,"2,000,000 .. 5,000,000",175,0,107,0,1499,1499,0,3,2000000,5000000,3500000.0,"29 Sep, 2015","Action, Adventure, Indie",False,79,1
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,,22472,4098,0,"2,000,000 .. 5,000,000",1232,47,206,47,2999,2999,0,507,2000000,5000000,3500000.0,"15 Mar, 2018","Simulation, Strategy",False,76,14
9900,Star Trek Online,Cryptic Studios,Arc Games,,15939,4206,0,"2,000,000 .. 5,000,000",7390,310,520,295,0,0,0,1057,2000000,5000000,3500000.0,"31 Jan, 2012","Massively Multiplayer, RPG, Free To Play",True,66,0
7940,Call of Duty 4: Modern Warfare (2007),Infinity Ward,Activision,,23438,1632,0,"2,000,000 .. 5,000,000",1206,9,360,11,1999,1999,0,377,2000000,5000000,3500000.0,"12 Nov, 2007",Action,False,92,0
493340,Planet Coaster,"Frontier Developments, Aspyr (Mac)","Frontier Developments, Aspyr (Mac)",,64131,6147,0,"2,000,000 .. 5,000,000",3123,9852,261,9852,4499,4499,0,687,2000000,5000000,3500000.0,"17 Nov, 2016","Action, Adventure, Casual, Simulation, Strategy",False,84,11
1128810,RISK: Global Domination,SMG Studio,SMG Studio,,31060,7783,0,"2,000,000 .. 5,000,000",504,421,135,297,0,0,0,2153,2000000,5000000,3500000.0,"19 Feb, 2020","Casual, Strategy, Free To Play",True,,28
268420,Aura Kingdom,X-Legend,Aeria Games,,6676,1884,0,"2,000,000 .. 5,000,000",1374,0,136,0,0,0,0,1,2000000,5000000,3500000.0,"4 Jul, 2014","Adventure, Casual, Free To Play, Massively Multiplayer, RPG",False,,0
482730,Football Manager 2017,Sports Interactive,SEGA,,6576,4465,0,"2,000,000 .. 5,000,000",16200,0,7043,0,0,0,0,388,2000000,5000000,3500000.0,"3 Nov, 2016","Simulation, Sports",False,80,0
823130,Totally Accurate Battlegrounds,Landfall,Landfall,,76919,10093,0,"2,000,000 .. 5,000,000",251,60,67,119,0,0,0,121,2000000,5000000,3500000.0,"5 Jun, 2018","Action, Indie, Free To Play",True,,0
703080,Planet Zoo,Frontier Developments,Frontier Developments,,80029,7820,0,"2,000,000 .. 5,000,000",3022,101,399,146,4499,4499,0,2497,2000000,5000000,3500000.0,"5 Nov, 2019","Casual, Simulation, Strategy",False,81,22
433340,Slime Rancher,Monomi Park,Monomi Park,,135271,2826,0,"2,000,000 .. 5,000,000",1054,272,522,220,1999,1999,0,858,2000000,5000000,3500000.0,"1 Aug, 2017","Action, Adventure, Indie, Simulation",False,81,5
39120,RIFT,gamigo US Inc.,gamigo US Inc.,,8347,2896,0,"2,000,000 .. 5,000,000",4258,0,261,0,0,0,0,139,2000000,5000000,3500000.0,"1 Mar, 2011","Action, Adventure, Massively Multiplayer, RPG, Free To Play",True,84,10
645630,Car Mechanic Simulator 2018,Red Dot Games,PlayWay S.A.,,47065,4456,0,"2,000,000 .. 5,000,000",1496,594,607,594,199,1999,90,202,2000000,5000000,3500000.0,"28 Jul, 2017","Racing, Simulation",False,,21
300,Day of Defeat: Source,Valve,Valve,,20798,1891,0,"2,000,000 .. 5,000,000",1870,558,127,558,999,999,0,238,2000000,5000000,3500000.0,"12 Jul, 2010",Action,False,80,0
389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,,9560,2271,0,"2,000,000 .. 5,000,000",508,293,89,293,0,0,0,43,2000000,5000000,3500000.0,"29 Jul, 2015","Casual, Simulation, Free To Play",True,,0
